dataset,max_voc_size,tokenizer,vectorizer,classifier,remove_urls,remove_symbols,split_sentences,lower,lemmatize,stemmatize,train_size,test_size,voc_size,train_coverage,test_coverage,f1_micro,f1_macro,f1_weighted,pca_explained_variance_ratio,duration
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","nb",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9440909090909091,0.9474857216352219,0.9463825584340326,0.34072062373161316,0.7656238079071045
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","rf",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9736363636363636,0.9744169682813467,0.9742595225083712,0.34072068333625793,1.093754529953003
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","dt",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9343181818181818,0.9344681781795582,0.9343696885583979,0.16767820715904236,0.719182014465332
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","knn",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9675,0.9682223977990604,0.9683315205612203,0.16767820715904236,4.125406503677368
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","svm",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9743181818181819,0.9748406335538814,0.9747813654596658,0.1744346171617508,53.257420778274536
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lda",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9740909090909091,0.9747278875943273,0.9747692026045055,0.16767825186252594,0.7656242847442627
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lr",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9768181818181818,0.9771637084377948,0.9771834328069103,0.16767822206020355,0.749992847442627
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","nb",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9463636363636364,0.9425891904136322,0.9433969407253974,0.16767820715904236,0.8749978542327881
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","svm",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9629545454545455,0.963868930279638,0.9637433760049048,0.34072068333625793,56.190802335739136
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","mlp",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9706818181818182,0.9713136147559424,0.9711427279558442,0.3407205641269684,0.8285422325134277
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","rf",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9784090909090909,0.9788940476639655,0.9788812933522375,0.16767820715904236,0.9062457084655762
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","dt",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9425,0.9426649210600379,0.9426055698128897,0.17443466186523438,0.8597772121429443
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","knn",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9406818181818182,0.941888583190433,0.9418089762749284,0.1744346022605896,3.9387009143829346
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lr",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9688636363636364,0.9694551369490909,0.9692712534380834,0.17443470656871796,0.9687454700469971
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lda",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9688636363636364,0.9707220754492208,0.9704355437438802,0.1744346171617508,1.0312485694885254
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","nb",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9697727272727272,0.9703908865665692,0.9704466589366759,0.1744346171617508,0.8437559604644775
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","mlp",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9761363636363637,0.9762705320105002,0.9762698998631016,0.1744346171617508,0.8129253387451172
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","rf",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9768181818181818,0.9772051661665615,0.9772804280905925,0.17443466186523438,1.0468742847442627
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","dt",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9347727272727273,0.9350697908913795,0.934593869246909,0.3407205641269684,0.7968766689300537
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","svm",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9772727272727273,0.9776945373902833,0.977624754809682,0.16767822206020355,53.72206091880798
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","knn",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9506818181818182,0.9516057302951595,0.9515696827508136,0.34072062373161316,5.328927993774414
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","mlp",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9784090909090909,0.9785472723487,0.9785478135862031,0.16767822206020355,0.9218745231628418
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lda",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.955,0.95697093121148,0.9567049261390528,0.34072062373161316,0.8281292915344238
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lr",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.956590909090909,0.9573753289463102,0.9572766919683425,0.34072062373161316,0.7504298686981201
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","nb",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9440909090909091,0.9474857216352219,0.9463825584340326,0.3407205641269684,0.8281264305114746
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","rf",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9713636363636363,0.9720449268942747,0.971887550286193,0.34072062373161316,1.0320677757263184
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","dt",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9359090909090909,0.9359210768322828,0.9359069071493323,0.16767822206020355,0.7343721389770508
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","knn",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9675,0.9682223977990604,0.9683315205612203,0.16767823696136475,3.969996929168701
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","svm",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9743181818181819,0.9748406335538814,0.9747813654596658,0.17443466186523438,52.740514039993286
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lda",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9740909090909091,0.9747278875943273,0.9747692026045055,0.16767814755439758,0.7812464237213135
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lr",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9768181818181818,0.9771637084377948,0.9771834328069103,0.16767820715904236,0.7660346031188965
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","nb",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9463636363636364,0.9425891904136322,0.9433969407253974,0.16767820715904236,0.8124985694885254
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","mlp",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.97,0.970606670139571,0.9703727684194327,0.3407204747200012,0.9222865104675293
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","svm",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9629545454545455,0.963868930279638,0.9637433760049048,0.34072062373161316,54.24135732650757
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","rf",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9754545454545455,0.9761419064022838,0.9761738193938175,0.16767820715904236,0.7656278610229492
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","dt",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9436363636363636,0.9437815126086949,0.9437497052691615,0.1744346171617508,1.1254217624664307
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","knn",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9406818181818182,0.941888583190433,0.9418089762749284,0.17443467676639557,4.297720193862915
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lr",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9688636363636364,0.9694551369490909,0.9692712534380834,0.1744346171617508,0.9066543579101562
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lda",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9688636363636364,0.9707220754492208,0.9704355437438802,0.17443466186523438,0.7191717624664307
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","nb",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9697727272727272,0.9703908865665692,0.9704466589366759,0.1744346171617508,0.8280885219573975
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","rf",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9777272727272728,0.9780860442705323,0.9781191533628836,0.1744346171617508,1.0156261920928955
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","mlp",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9752272727272727,0.9752398540006926,0.9752779878855163,0.17443467676639557,0.8124918937683105
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","mlp",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9781818181818182,0.9783426135836805,0.978353918573848,0.16767820715904236,1.1722798347473145
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","svm",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9772727272727273,0.9776945373902833,0.977624754809682,0.16767822206020355,52.50728416442871
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","knn",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9506818181818182,0.9516057302951595,0.9515696827508136,0.3407205641269684,5.548106670379639
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","dt",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9359090909090909,0.9363107880584418,0.9357866306705591,0.34072062373161316,0.844151496887207
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lda",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.955,0.95697093121148,0.9567049261390528,0.34072062373161316,0.953524112701416
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lr",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.956590909090909,0.9573753289463102,0.9572766919683425,0.3407205641269684,1.0156264305114746
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","nb",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9440909090909091,0.9474857216352219,0.9463825584340326,0.3407205641269684,0.8906190395355225
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","rf",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9713636363636363,0.9721801038869732,0.9720537893720739,0.3407204747200012,1.125004529953003
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","dt",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9352272727272727,0.9353611210265562,0.9353415925662758,0.16767822206020355,0.7656240463256836
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","knn",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9675,0.9682223977990604,0.9683315205612203,0.16767822206020355,3.8593761920928955
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","svm",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9743181818181819,0.9748406335538814,0.9747813654596658,0.1744346171617508,56.92807149887085
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lda",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9740909090909091,0.9747278875943273,0.9747692026045055,0.16767823696136475,1.0004138946533203
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lr",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9768181818181818,0.9771637084377948,0.9771834328069103,0.16767822206020355,0.7812485694885254
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","nb",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9463636363636364,0.9425891904136322,0.9433969407253974,0.16767822206020355,0.937507152557373
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","svm",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9629545454545455,0.963868930279638,0.9637433760049048,0.34072062373161316,53.92472791671753
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","mlp",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9697727272727272,0.9703635628587364,0.9701453671735327,0.34072062373161316,0.6718752384185791
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","rf",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9768181818181818,0.977426215196056,0.9774240406438713,0.16767814755439758,0.9847743511199951
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","knn",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9406818181818182,0.941888583190433,0.9418089762749284,0.17443466186523438,3.7972872257232666
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","dt",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9438636363636363,0.9441042367103574,0.9440621029936167,0.17443467676639557,0.7500019073486328
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lda",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9688636363636364,0.9707220754492208,0.9704355437438802,0.17443466186523438,1.407475233078003
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lr",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9688636363636364,0.9694551369490909,0.9692712534380834,0.1744346022605896,0.812507152557373
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","nb",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9697727272727272,0.9703908865665692,0.9704466589366759,0.17443466186523438,0.9531233310699463
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","mlp",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9752272727272727,0.975365001389327,0.9753813425014883,0.17443466186523438,0.7812559604644775
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","rf",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9770454545454546,0.9774148323719264,0.9774891737193994,0.17443467676639557,0.9687469005584717
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","dt",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9331818181818182,0.9336566454445081,0.9330622960392612,0.34072062373161316,0.6874983310699463
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","knn",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9506818181818182,0.9516057302951595,0.9515696827508136,0.3407202959060669,4.37541651725769
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","mlp",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9788636363636364,0.9790518310384461,0.9790492164897124,0.16767823696136475,0.9843754768371582
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","svm",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9772727272727273,0.9776945373902833,0.977624754809682,0.16767822206020355,52.25452923774719
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lda",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.955,0.95697093121148,0.9567049261390528,0.34072062373161316,0.7968742847442627
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lr",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.956590909090909,0.9573753289463102,0.9572766919683425,0.3407205641269684,0.8441507816314697
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","nb",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9440909090909091,0.9474857216352219,0.9463825584340326,0.3407205641269684,0.7812566757202148
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","rf",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9711363636363637,0.9719882592236558,0.9718373999202903,0.3407205641269684,1.0156254768371582
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","dt",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9329545454545455,0.9328784226779807,0.932998935161852,0.16767822206020355,0.7343785762786865
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","svm",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9743181818181819,0.9748406335538814,0.9747813654596658,0.1744346171617508,49.7836856842041
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","knn",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9675,0.9682223977990604,0.9683315205612203,0.16767816245555878,4.1718761920928955
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lda",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9740909090909091,0.9747278875943273,0.9747692026045055,0.16767822206020355,0.8281230926513672
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lr",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9768181818181818,0.9771637084377948,0.9771834328069103,0.16767822206020355,0.8749959468841553
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","nb",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9463636363636364,0.9425891904136322,0.9433969407253974,0.16767820715904236,0.7504255771636963
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","svm",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9629545454545455,0.963868930279638,0.9637433760049048,0.34072062373161316,57.14685273170471
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","mlp",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.97,0.9705919792110983,0.970388286966476,0.3407204747200012,0.7191686630249023
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","rf",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9768181818181818,0.9774257184458169,0.9774143392896698,0.16767816245555878,1.594956398010254
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","knn",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9406818181818182,0.941888583190433,0.9418089762749284,0.17443466186523438,5.203960657119751
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","dt",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9459090909090909,0.9460411639754763,0.9461498120323392,0.17443467676639557,0.6875033378601074
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lda",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9688636363636364,0.9707220754492208,0.9704355437438802,0.17443466186523438,0.8750004768371582
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lr",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9688636363636364,0.9694551369490909,0.9692712534380834,0.17443467676639557,0.7499980926513672
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","nb",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9697727272727272,0.9703908865665692,0.9704466589366759,0.1744346171617508,0.8437504768371582
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","rf",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9768181818181818,0.977244740293538,0.977312426719736,0.1744346022605896,1.0000009536743164
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","mlp",True,True,True,True,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9747727272727272,0.9748070748502158,0.9748235627867046,0.1744346171617508,0.7656130790710449
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","mlp",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9786363636363636,0.9787477565101207,0.9787674276490388,0.16767814755439758,0.7972922325134277
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","knn",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9506818181818182,0.9516057302951595,0.9515696827508136,0.3407205641269684,4.547677993774414
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","dt",True,True,True,True,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9338636363636363,0.9341802744285673,0.9338172047620732,0.34072068333625793,0.9218757152557373
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","svm",True,True,True,True,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9772727272727273,0.9776945373902833,0.977624754809682,0.16767822206020355,52.13021159172058
